num_cities,optimal_cost,optimal_solve_time,num_clusters,clustering_time,high_level_cluster_solution_time,cluster_solve_time,cluster_total_time,cluster_optimal_cost,cluser_optimality,speedup
724,43427.0,20.494284,6,0.176999,0.00286800000003,3.10179,5.990505,44787.0,0.969634045594,3.42112793496
724,43427.0,20.494284,7,0.174679,0.00366199999996,2.903822,6.657099,45011.0,0.964808602342,3.07856079653
724,43427.0,20.494284,8,0.171897,0.00462499999992,2.78029,7.543548,44805.0,0.969244503962,2.71679639342
724,43427.0,20.494284,9,0.172388,0.00543200000004,2.329997,8.221696,44804.0,0.969266136952,2.49270758734
724,43427.0,20.494284,10,0.174815,0.00736600000005,2.070092,9.236629,44822.0,0.968876890813,2.21880558373
724,43427.0,20.494284,11,0.171966,0.00847399999998,1.954711,10.620556,45059.0,0.963780820702,1.9296808943
724,43427.0,20.494284,12,0.175116,0.0101100000001,1.937663,12.142225,45046.0,0.96405896195,1.68785243232
724,43427.0,20.494284,13,0.175493,0.0116710000001,1.773035,14.059103,45092.0,0.963075490109,1.45772344082
724,43427.0,20.494284,14,0.172635,0.015429,1.68974,15.292635,45365.0,0.957279841287,1.34014079326
724,43427.0,20.494284,15,0.172445,0.018096,1.642696,17.273425,45776.0,0.948684900384,1.18646325208
724,43427.0,20.494284,16,0.176528,0.023187,1.639181,19.205553,46068.0,0.9426717027,1.06710199909
724,43427.0,20.494284,17,0.179264,0.024412,1.580931,21.340318,46142.0,0.941159897707,0.960355136226
724,43427.0,20.494284,18,0.177064,0.027271,1.50939,23.943914,46387.0,0.936189018475,0.855928734124
724,43427.0,20.494284,19,0.171674,0.0369159999999,1.471837,26.244597,46771.0,0.928502704667,0.780895359148
724,43427.0,20.494284,20,0.171119,0.043019,1.426987,28.696014,46937.0,0.925218910454,0.714185740222
1084,248631.0,61.970182,2,0.642933,0.000810999999999,20.071028,22.065542,252911.0,0.98307705082,2.80845954294
1084,248631.0,61.970182,3,0.615728,0.00118800000007,15.08331,17.803064,252757.0,0.983676020842,3.48087171961
1084,248631.0,61.970182,4,0.611214,0.00158499999998,10.180812,13.998012,250195.0,0.993748875877,4.4270702154
1084,248631.0,61.970182,5,0.610017,0.00245899999993,9.340885,14.449375,251507.0,0.988564930598,4.28877941087
1084,248631.0,61.970182,6,0.611036,0.00327100000004,7.300411,14.01055,253276.0,0.981660323126,4.42310844328
1084,248631.0,61.970182,7,0.608799,0.00355100000002,6.756181,15.401654,254965.0,0.975157374542,4.02360564651
1084,248631.0,61.970182,8,0.608217,0.00402299999996,6.301269,17.349213,258969.0,0.960080164035,3.57193043857
1084,248631.0,61.970182,9,0.609454,0.0042840000001,5.369264,18.890313,262128.0,0.948509888299,3.28052700874
1084,248631.0,61.970182,10,0.607978,0.00554000000011,4.580569,21.289928,261049.0,0.952430386632,2.91077461605
1084,248631.0,61.970182,11,0.591783,0.00769199999991,4.408612,23.615635,261446.0,0.950984142041,2.62411669218
1084,248631.0,61.970182,12,0.591163,0.010074,3.382948,25.871514,264332.0,0.940601213625,2.3953055859
1084,248631.0,61.970182,13,0.590975,0.011755,3.261798,29.829909,264411.0,0.940320183351,2.07745125873
1084,248631.0,61.970182,14,0.617908,0.014326,3.202009,34.185984,264185.0,0.941124590722,1.81273652968
1084,248631.0,61.970182,15,0.627626,0.0155460000001,2.998092,38.386713,264051.0,0.941602190486,1.61436541858
1084,248631.0,61.970182,16,0.624904,0.0232039999999,2.927517,42.679345,265046.0,0.938067354346,1.45199468267
1084,248631.0,61.970182,17,0.631422,0.0233049999999,2.909561,47.923654,265403.0,0.93680553724,1.29310219125
1084,248631.0,61.970182,18,0.64289,0.0249180000001,2.922275,52.879979,263962.0,0.941919670256,1.17190254557
1084,248631.0,61.970182,19,0.617959,0.0280720000001,2.889558,58.633342,262876.0,0.945810952693,1.05691028153
1084,248631.0,61.970182,20,0.620929,0.029929,2.488249,63.791435,262509.0,0.947133241146,0.971449881947
1291,53744.0,84.973843,2,1.130732,0.000893000000133,38.018531,41.054763,53595.0,1.00278011008,2.06976820205
1291,53744.0,84.973843,3,1.128824,0.00151899999992,27.948178,32.011882,54064.0,0.99408108908,2.65444696441
1291,53744.0,84.973843,4,1.144369,0.00171999999998,15.220148,21.489884,53690.0,1.00100577389,3.95413223264
1291,53744.0,84.973843,5,1.140415,0.0023070000002,12.417987,20.028907,54226.0,0.991111275034,4.24256016566
1291,53744.0,84.973843,6,1.14972,0.003739,9.273265,19.169365,54511.0,0.985929445433,4.43279383537
1291,53744.0,84.973843,7,1.139717,0.00413200000003,6.769517,19.342283,55097.0,0.975443309073,4.39316511913
1291,53744.0,84.973843,8,1.15296,0.00449800000001,6.03986,21.655763,55372.0,0.970598858629,3.92384433649
1291,53744.0,84.973843,9,1.124967,0.00505999999996,5.926359,25.224538,55344.0,0.971089910379,3.36869769428
1291,53744.0,84.973843,10,1.143073,0.00455000000011,4.812292,28.206298,56134.0,0.957423308512,3.01258403354
1291,53744.0,84.973843,11,1.133122,0.00635899999997,4.251201,32.008423,55973.0,0.960177228307,2.65473381803
1291,53744.0,84.973843,12,1.130381,0.00892700000009,3.77335,36.404299,56400.0,0.952907801418,2.33417056046
1291,53744.0,84.973843,13,1.153369,0.013402,3.676013,42.083597,56645.0,0.948786300644,2.01916777694
1291,53744.0,84.973843,14,1.153015,0.0126950000001,3.694509,48.387121,56496.0,0.951288586803,1.75612520943
1291,53744.0,84.973843,15,1.135487,0.012954,3.542818,55.075899,56490.0,0.951389626483,1.54284985888
1291,53744.0,84.973843,16,1.136348,0.0204009999998,3.481637,60.5138,56589.0,0.949725211614,1.40420603234
1291,53744.0,84.973843,17,1.150658,0.0247729999996,3.207386,67.170365,56314.0,0.954363035835,1.26504959442
1291,53744.0,84.973843,18,1.130437,0.035441,3.169095,76.392141,56569.0,0.950060987467,1.11233749817
1291,53744.0,84.973843,19,1.129591,0.025756,3.020667,85.545234,56511.0,0.951036081471,0.993320598083
1291,53744.0,84.973843,20,1.14805,0.0285329999997,2.781475,90.687321,56874.0,0.944966065337,0.936998050698
1655,64758.0,142.775036,2,2.585048,0.00107800000023,59.256491,64.952275,65311.0,0.991532819893,2.19815296693
1655,64758.0,142.775036,3,2.853745,0.00145300000031,39.084292,46.910028,65746.0,0.984972469808,3.04359306714
1655,64758.0,142.775036,4,2.606376,0.00178800000003,27.691009,37.503089,65844.0,0.983506469838,3.80702069635
1655,64758.0,142.775036,5,2.592857,0.0026240000002,25.627487,38.711108,65666.0,0.986172448451,3.68821879239
1655,64758.0,142.775036,6,2.625574,0.00282000000016,16.05235,32.896134,65744.0,0.985002433682,4.34017675147
1655,64758.0,142.775036,7,2.485118,0.00339699999995,13.190168,34.247512,65211.0,0.993053319225,4.16891702965
1655,64758.0,142.775036,8,2.443413,0.00416200000018,11.813805,38.102702,64983.0,0.996537555976,3.747110533
1655,64758.0,142.775036,9,2.441622,0.00438199999962,10.898418,43.324327,65652.0,0.986382745385,3.29549345337
1655,64758.0,142.775036,10,2.434314,0.00505199999998,10.953712,49.860813,65809.0,0.984029540033,2.86347188121
1655,64758.0,142.775036,11,2.431175,0.00905200000034,9.017345,55.04778,65739.0,0.985077351344,2.59365656526
1655,64758.0,142.775036,12,2.450497,0.0100239999997,8.49457,63.088157,66078.0,0.980023608463,2.2631036123
1655,64758.0,142.775036,13,2.463583,0.0179390000003,7.386128,71.296645,66236.0,0.977685850595,2.00254915221
1655,64758.0,142.775036,14,2.486534,0.016372,7.047669,81.158944,65939.0,0.982089506969,1.75920273186
1655,64758.0,142.775036,15,2.417607,0.0192050000001,6.898762,91.536051,65964.0,0.981717300346,1.55976835837
1655,64758.0,142.775036,16,2.503515,0.016529,6.771234,102.766862,66536.0,0.973277624143,1.38931006768
1655,64758.0,142.775036,17,2.440808,0.020712,6.208281,113.955651,66525.0,0.973438556933,1.25290000757
1655,64758.0,142.775036,18,2.432296,0.069943,9.987328,137.782059,66514.0,0.973599542953,1.03623822315
1655,64758.0,142.775036,19,3.826774,0.0316069999999,5.963484,232.6264,66845.0,0.968778517466,0.613752506164
1655,64758.0,142.775036,20,2.531295,0.032005,5.549309,154.055478,67102.0,0.965068105273,0.92677675506
